frequency,monetary,recency
1,120.0,266
1,44.9,168
1,330.0,85
1,28.99,448
1,67.99,69
1,34.3,254
1,68.0,76
1,105.0,78
1,40.0,70
1,99.99,93
1,31.5,38
1,159.9,378
1,55.0,69
1,42.9,360
1,43.8,174
2,28.05,69
2,116.89,363
1,34.9,420
1,49.9,83
1,131.9,270
1,219.0,132
1,110.0,120
2,152.9,104
1,99.0,239
1,99.9,229
1,113.89,69
1,29.99,229
1,199.9,257
1,79.99,170
1,64.99,105
1,109.9,457
1,89.0,227
1,199.99,214
1,189.0,345
1,209.9,208
1,108.9,360
1,79.99,150
2,53.98,236
1,450.0,404
1,169.0,545
1,25.0,75
1,134.9,92
1,549.9,44
1,149.9,177
1,349.9,145
1,69.0,365
1,180.0,356
1,89.99,424
1,189.9,195
1,18.99,68
1,109.0,61
1,82.49,29
1,57.9,151
1,47.9,324
1,379.99,447
1,245.0,162
1,39.9,410
1,250.0,322
1,59.0,45
1,41.8,81
1,99.99,307
1,199.0,127
1,24.5,32
1,391.87,182
1,42.49,17
1,25.0,158
1,27.0,192
1,89.0,53
1,219.9,291
1,49.0,405
1,44.99,24
2,165.51999999999998,28
1,799.99,348
2,49.9,57
1,29.0,468
1,12.65,180
1,115.9,445
2,238.1,39
1,34.9,246
1,29.99,205
1,69.0,282
1,119.99,565
1,112.0,244
1,110.32,83
1,37.9,139
1,230.0,91
1,59.9,88
1,124.9,69
1,49.9,189
1,185.0,188
1,36.9,76
1,69.9,109
1,215.0,39
1,239.99,268
1,25.0,29
1,14.9,133
1,64.9,279
1,47.25,370
1,148.75,501
1,1449.8,503
1,89.9,252
1,139.9,179
1,49.0,365
1,136.9,501
1,13.2,79
1,44.9,137
1,34.9,57
1,229.99,195
1,125.9,356
1,35.0,339
1,65.0,10
1,79.9,184
1,179.0,107
1,29.9,190
1,149.9,124
1,249.0,19
1,89.0,467
1,89.9,430
1,120.0,78
1,139.94,167
1,22.5,550
1,64.99,124
1,119.99,370
1,140.5,216
2,27.8,516
1,78.0,28
1,27.99,97
1,49.9,82
1,14.9,26
1,53.0,24
1,199.9,88
1,113.85,105
1,49.9,122
2,59.8,353
1,99.0,329
1,658.9,33
1,30.0,131
1,798.0,23
1,30.9,65
1,49.99,167
1,279.0,128
1,39.9,448
1,228.0,181
1,62.9,28
1,22.9,19
1,171.77,208
1,139.0,329
1,24.89,130
1,619.99,115
1,49.9,235
1,102.74,117
1,225.9,85
1,19.99,500
1,39.9,172
1,65.0,436
1,109.9,284
1,13.99,415
1,121.0,192
1,27.75,255
1,81.18,15
1,499.0,219
1,733.3,64
1,45.9,461
1,101.2,33
1,34.9,246
1,72.9,371
1,319.99,120
1,11.99,450
1,179.9,409
1,249.99,357
1,69.9,168
1,205.0,435
1,49.0,393
1,149.9,166
1,47.65,167
1,34.9,521
1,79.0,223
1,79.7,469
1,53.9,191
1,19.9,118
1,89.9,40
1,105.9,236
1,78.45,45
1,390.0,212
1,75.0,272
1,29.9,167
1,105.7,383
1,84.9,391
1,119.9,188
1,53.9,136
1,39.9,69
1,190.83,258
1,29.9,13
1,43.0,258
1,249.0,392
1,48.99,150
1,24.99,282
1,118.0,62
1,179.99,248
1,146.99,311
1,98.99,539
1,113.9,115
1,29.99,269
1,57.9,16
1,29.9,294
1,19.9,455
1,19.9,326
1,14.9,246
1,8.5,311
1,148.0,65
1,144.99,239
1,51.73,33
1,18.9,300
1,84.99,281
1,44.99,39
1,129.9,482
1,44.0,97
1,151.74,563
1,20.9,14
1,49.99,119
1,38.99,351
1,299.9,519
1,177.76,506
1,78.8,109
1,21.9,470
1,49.0,283
1,23.8,8
1,129.99,306
1,90.0,91
1,24.99,295
1,39.0,342
1,75.9,233
2,147.9,40
1,129.0,75
1,84.9,211
1,146.01,25
1,169.9,321
1,199.9,357
1,59.99,223
1,129.9,546
1,59.9,381
1,99.9,229
1,21.99,217
1,85.0,279
1,69.0,403
1,119.9,111
1,179.0,283
2,148.7,66
1,27.4,459
1,84.99,486
1,34.99,495
1,44.99,255
1,69.9,25
2,224.9,75
1,31.99,417
1,149.9,229
1,107.0,263
1,59.9,257
1,159.0,263
1,57.89,103
1,59.9,388
1,83.36,282
1,54.9,423
1,64.9,289
1,89.9,249
1,619.0,25
1,69.9,194
1,99.0,184
1,13.65,236
1,37.9,136
1,69.9,390
2,189.98,18
1,19.99,427
1,945.0,310
1,225.99,55
1,297.0,85
1,135.0,21
2,323.72,176
1,24.99,41
1,58.99,177
1,259.0,314
1,29.99,220
1,159.99,541
1,177.99,267
1,69.9,142
1,21.1,241
1,13.65,98
3,57.400000000000006,84
1,45.0,301
1,299.99,92
1,590.0,161
1,250.0,159
1,99.99,268
1,75.0,264
1,95.0,43
1,29.9,336
1,44.95,351
1,64.99,487
1,44.9,295
1,185.0,102
1,149.0,148
1,63.99,28
1,259.9,285
1,184.9,7
1,34.9,444
1,399.76,515
1,179.0,339
1,63.0,176
1,51.67,60
2,102.89,16
1,998.9,133
1,59.7,570
1,123.9,282
1,105.6,363
1,49.0,13
1,20.9,567
1,79.99,153
1,369.0,33
1,149.9,290
1,47.0,31
1,64.99,74
1,586.0,91
1,195.0,29
1,49.0,492
1,149.9,441
1,27.9,179
1,299.99,510
1,42.79,366
1,26.99,84
1,579.0,218
1,149.9,239
1,43.0,97
1,42.79,225
1,122.99,14
1,129.9,170
1,26.9,63
1,29.9,193
1,110.0,114
1,69.9,26
1,54.9,225
1,129.9,425
1,21.0,497
1,254.9,153
1,89.99,425
1,89.99,361
1,179.99,144
1,59.9,17
1,89.99,230
1,79.9,110
1,81.9,226
1,129.99,200
1,69.0,9
1,179.0,129
1,89.99,409
1,45.0,63
1,249.9,68
1,89.8,290
1,23.8,27
1,169.9,146
1,119.9,393
1,349.9,354
1,50.9,333
1,124.99,228
1,35.99,141
1,192.2,275
1,129.9,51
1,63.49,69
1,234.0,78
1,55.9,176
1,27.0,294
1,129.9,246
1,117.5,222
1,25.99,96
1,52.0,233
1,104.99,65
1,40.5,522
1,100.0,118
1,79.99,423
1,145.9,430
1,540.0,177
1,600.0,19
2,79.98,179
1,319.99,354
1,190.0,77
1,169.99,457
1,10.99,447
1,129.9,210
1,69.9,137
1,179.5,312
1,79.9,31
1,129.9,284
1,24.9,247
1,86.4,397
1,115.0,282
1,58.9,294
1,175.9,165
1,76.25,181
1,95.0,91
2,166.9,143
1,199.0,447
3,49.14,376
1,195.9,266
1,40.0,109
1,184.6,240
1,119.9,462
2,45.8,293
1,54.16,373
1,18.99,195
4,399.7000000000001,562
1,122.99,152
1,61.97,43
1,99.0,375
1,170.0,282
1,169.0,573
1,79.9,271
1,39.99,505
1,84.9,146
1,64.9,195
1,66.0,394
1,248.25,505
1,293.9,48
1,99.0,22
1,39.9,114
1,108.0,266
1,186.0,195
1,75.6,178
1,49.9,520
2,4400.0,94
1,69.9,194
1,34.9,456
1,39.9,474
1,131.0,534
1,119.9,117
1,166.0,123
1,149.9,121
1,49.0,77
1,129.9,469
1,185.99,281
1,126.77,160
1,157.49,189
1,105.0,192
1,13.98,436
1,29.0,273
1,29.9,278
1,39.9,234
1,129.9,242
1,166.99,236
1,99.0,122
1,178.0,109
1,54.9,122
1,13.65,121
1,39.9,518
1,24.9,419
1,48.9,398
1,89.99,275
1,109.9,279
1,49.9,33
1,43.9,79
1,36.0,262
1,109.99,512
1,349.0,70
1,185.99,330
1,68.9,137
1,69.9,494
1,39.99,281
2,144.0,264
1,228.9,20
1,105.0,77
1,28.9,158
1,32.99,529
1,100.0,160
1,89.9,478
1,179.99,299
1,95.9,133
1,49.0,239
1,60.0,280
1,449.0,557
1,89.99,279
1,119.99,5
1,65.99,46
1,77.0,64
4,177.44,142
1,69.9,409
1,59.9,268
1,71.0,247
1,44.55,381
1,89.9,286
1,89.0,233
1,14.9,139
1,76.9,185
1,139.9,48
1,84.0,232
1,26.4,212
1,39.0,518
1,18.9,258
1,89.9,349
1,24.5,312
1,75.0,352
1,59.9,330
1,235.92,268
1,174.33,429
1,38.4,311
1,69.89,411
1,129.0,219
1,104.99,136
1,30.99,13
1,14.9,100
1,18.95,511
1,148.0,209
1,54.9,495
1,99.9,140
1,205.0,424
1,139.99,277
2,106.2,190
1,189.9,362
1,107.0,247
1,119.0,70
1,86.99,275
1,80.0,29
1,105.0,164
1,225.0,341
1,159.99,337
1,175.9,331
1,34.99,445
1,139.0,276
1,29.0,396
2,105.9,37
1,99.9,266
1,17.9,73
1,27.9,118
1,84.99,527
1,50.0,262
1,115.0,111
1,120.0,107
1,148.0,274
1,64.9,298
1,34.99,382
1,12.9,108
1,94.99,26
1,19.9,132
1,19.9,571
1,29.89,118
1,114.9,276
2,23.98,345
1,49.9,199
1,299.0,63
1,89.0,229
1,119.9,514
1,195.99,372
1,139.97,68
2,199.8,85
1,139.9,402
1,13.98,467
1,39.9,572
2,194.8,20
1,106.9,134
1,139.99,584
1,25.77,104
1,23.99,299
1,67.9,283
1,128.99,294
1,59.99,222
1,122.99,201
1,78.65,86
1,115.0,282
1,129.9,122
1,26.9,19
1,150.0,125
1,79.18,41
1,24.9,281
1,81.49,321
1,89.0,247
1,21.33,320
1,120.0,193
1,49.0,16
1,18.9,322
1,29.99,206
1,75.0,207
1,129.8,161
1,79.9,463
1,45.0,334
1,49.9,275
1,469.99,300
1,45.0,146
1,35.0,124
1,57.66,405
1,135.0,26
1,29.9,25
1,120.0,277
1,858.9,226
1,149.97,91
1,229.9,194
1,89.9,134
1,58.0,167
1,61.9,470
1,271.99,186
1,210.0,61
1,148.0,340
1,69.9,348
1,119.9,500
1,49.99,277
1,149.9,28
1,113.85,130
1,99.9,235
2,44.0,69
1,110.0,349
1,29.0,518
1,129.0,233
1,20.0,552
1,227.17,46
1,35.0,48
1,18.95,230
1,48.9,303
1,35.99,303
1,149.9,549
1,32.99,505
1,439.0,168
1,69.9,165
1,74.9,191
1,99.9,206
1,12.0,46
1,40.9,18
1,86.9,162
1,148.69,64
1,12.99,209
1,88.99,214
1,279.9,585
1,150.9,188
1,389.0,61
1,458.28,112
1,74.5,59
1,159.0,134
1,53.95,577
1,229.9,478
1,30.0,170
1,348.0,177
1,199.0,75
1,7.9,169
1,24.99,40
1,235.0,127
1,30.5,187
1,54.9,291
1,650.0,25
3,162.0,376
1,150.0,333
1,22.9,484
1,149.9,314
1,18.0,210
1,49.99,129
1,84.9,247
1,49.9,289
1,35.0,115
1,110.0,90
1,56.89,268
1,699.0,439
1,38.4,300
1,21.99,410
3,194.9,562
1,89.9,394
1,48.99,343
1,106.0,105
1,35.0,74
1,116.99,179
1,84.0,373
1,76.0,84
1,139.99,273
1,244.0,78
1,192.0,463
1,169.9,390
1,47.9,353
1,669.0,186
1,19.9,19
1,290.0,489
1,47.59,210
1,44.9,250
1,149.97,84
1,23.9,125
1,270.0,501
1,222.7,164
1,320.0,22
1,149.99,572
1,31.9,430
1,114.94,312
2,147.98000000000002,447
3,897.0,451
1,129.0,324
1,79.0,265
1,597.89,216
2,168.9,42
1,516.9,46
1,29.3,138
1,65.9,120
1,349.9,349
1,104.9,110
1,99.9,371
1,180.0,137
1,16.5,456
1,109.99,77
1,62.9,473
1,84.9,341
1,86.63,94
1,48.99,461
1,12.88,66
1,15.99,162
1,12.99,235
1,117.87,149
2,399.8,28
1,119.0,125
1,24.99,39
1,26.9,383
1,95.9,124
1,19.9,361
1,35.9,16
2,182.1,85
2,184.89,194
1,59.9,275
1,99.9,118
1,64.99,58
1,130.0,113
1,126.0,268
1,89.9,235
1,334.89,305
1,99.0,459
1,208.0,115
1,179.0,82
1,29.99,201
1,84.9,282
1,49.9,249
1,49.9,279
1,133.0,215
1,299.9,43
1,26.4,63
1,25.99,312
1,119.9,258
1,98.99,516
1,67.9,286
1,99.9,477
1,89.9,530
1,98.9,138
1,171.9,27
1,750.0,135
1,69.9,132
1,29.99,202
1,65.0,584
1,109.99,441
1,49.9,89
1,129.49,43
1,149.99,26
1,385.0,569
1,139.9,373
1,22.99,396
1,41.99,48
1,59.0,212
1,95.0,111
3,162.9,264
1,105.0,91
1,24.9,193
1,34.9,535
3,149.7,247
1,659.0,423
1,49.89,280
1,23.9,104
1,329.9,220
1,1609.9,513
1,19.9,276
1,99.8,383
1,179.99,354
1,67.9,96
1,129.9,94
1,59.9,160
1,39.9,211
1,99.9,391
1,163.0,130
1,59.9,577
1,134.9,343
1,25.9,419
1,75.9,60
1,56.99,470
1,599.0,286
1,24.9,446
2,130.99,558
1,129.9,66
1,17.9,204
1,32.99,443
1,59.99,210
1,154.0,85
1,259.9,377
2,88.99000000000001,46
1,24.9,413
1,109.9,220
1,13.9,62
1,99.0,235
1,269.9,316
1,198.8,212
1,55.83,262
1,127.0,43
1,169.79,76
1,64.9,332
1,74.99,105
1,59.99,142
1,59.9,295
1,103.0,346
1,11.49,74
1,118.99,387
1,24.9,237
1,145.0,179
1,759.99,300
1,89.9,33
1,29.9,313
1,219.0,77
1,289.0,326
1,179.99,439
1,59.99,182
1,14.9,123
1,39.9,358
1,49.9,357
1,84.99,379
1,59.9,285
1,49.5,566
1,49.0,281
1,249.9,347
1,19.9,328
1,215.0,447
1,165.66,258
1,49.0,280
1,379.0,195
1,19.9,95
1,118.75,281
1,399.0,16
1,69.9,370
1,349.0,427
1,249.9,20
1,37.9,320
1,54.9,289
1,69.9,113
1,109.9,148
1,42.9,312
1,85.0,265
1,89.5,456
1,69.9,48
1,129.95,26
1,109.9,456
1,819.0,321
1,259.9,209
1,120.0,209
1,72.9,381
1,119.99,265
1,95.0,156
1,99.99,394
1,66.0,32
2,53.49,513
1,119.9,174
1,83.36,417
1,119.0,17
1,94.9,124
1,57.99,131
1,279.9,418
1,199.9,187
1,28.9,418
1,59.9,333
1,169.99,127
1,54.7,209
1,17.9,290
6,374.5,124
1,200.0,228
2,54.93,171
1,63.9,28
1,30.0,10
1,18.99,493
1,120.0,173
1,41.14,161
1,598.0,301
1,189.0,698
1,149.55,416
1,340.0,329
1,49.9,34
1,99.99,279
1,120.0,48
1,135.0,258
1,990.0,117
2,49.8,58
1,189.9,184
1,36.9,71
1,79.9,179
1,149.99,41
1,57.89,118
1,99.9,161
1,160.0,241
1,113.0,457
1,63.9,482
1,750.0,82
1,15.9,471
1,29.9,187
1,43.8,109
1,35.49,241
1,31.9,266
1,29.0,37
1,23.0,119
1,45.9,382
1,70.0,280
1,89.9,498
1,349.99,92
1,129.9,321
1,509.99,327
1,30.0,110
1,134.9,116
1,45.0,154
1,118.0,275
1,209.99,30
1,23.9,447
1,39.99,209
1,44.98,195
1,69.5,274
1,199.0,49
1,54.0,73
1,56.99,425
1,49.9,200
1,29.99,315
1,74.9,431
1,412.0,166
1,44.9,6
1,28.9,321
1,135.0,90
1,86.99,267
1,127.48,511
1,97.56,229
1,129.9,44
1,89.9,402
1,40.0,246
1,69.9,219
1,55.0,363
1,125.9,364
1,49.0,192
1,159.99,318
1,14.9,391
1,82.91,165
1,69.9,129
1,42.97,77
1,104.9,258
1,25.99,455
1,179.0,213
1,44.9,556
1,29.99,149
1,24.87,487
1,92.0,119
1,105.0,170
1,19.99,435
1,66.9,356
1,309.9,581
1,24.9,136
1,59.9,482
1,47.9,142
2,146.98,25
1,399.0,124
1,24.99,140
1,87.9,183
1,209.8,348
1,231.27,544
1,149.0,291
1,59.9,409
1,25.89,30
1,148.0,214
1,54.9,151
1,69.9,200
1,54.9,402
1,50.9,197
1,109.9,177
1,265.0,123
1,15.0,92
1,99.0,35
1,18.9,103
1,49.9,20
1,199.9,12
1,97.49,363
1,38.4,315
1,24.99,217
1,39.0,15
1,169.0,262
1,109.9,504
2,170.9,116
1,69.2,282
1,35.9,202
1,85.0,334
1,174.0,367
1,159.0,574
1,110.0,220
1,84.9,59
1,397.9,447
1,109.18,91
3,166.75,30
1,149.98,47
1,72.5,393
1,99.0,334
1,13.65,72
1,92.0,88
1,91.0,315
1,26.9,348
1,55.0,19
1,50.0,427
1,109.9,419
1,44.99,237
1,132.8,151
1,69.9,530
1,89.99,59
1,169.0,66
1,39.9,272
1,1150.0,288
1,49.9,334
1,37.0,117
1,79.5,26
1,219.0,297
1,107.9,200
1,35.0,295
1,199.9,218
1,69.0,428
1,12.5,290
1,239.0,82
1,69.0,356
2,220.64,124
1,99.0,453
1,167.99,353
1,219.0,42
1,249.99,305
1,69.9,347
1,129.0,139
1,16.9,213
1,119.9,63
1,48.9,215
1,899.0,94
1,890.0,40
1,172.13,119
1,224.0,75
1,69.9,41
1,49.9,144
1,120.0,225
1,53.99,273
1,114.9,548
1,37.5,282
1,89.9,318
1,129.9,473
1,152.15,208
1,59.0,355
1,50.0,280
1,42.9,312
1,85.0,18
1,27.9,108
1,29.97,46
1,18.9,152
1,64.0,429
1,89.9,298
1,95.0,361
1,229.9,276
1,199.0,246
2,54.0,486
1,13.7,233
1,19.9,186
1,34.99,453
1,49.9,202
1,135.9,62
1,215.0,150
1,525.0,513
1,315.0,144
1,78.0,197
1,1099.0,82
1,117.3,230
1,29.9,171
2,59.8,445
1,137.9,523
1,114.6,264
1,109.9,9
3,319.70000000000005,213
1,64.9,87
1,59.99,444
1,639.9,460
1,23.9,382
1,110.0,42
1,119.85,76
1,119.99,576
1,460.7,371
1,34.9,412
1,182.0,170
1,120.0,359
1,34.0,278
1,63.99,171
1,88.34,197
1,59.9,293
1,199.0,192
1,249.9,360
1,119.0,111
1,87.8,215
1,18.99,434
1,1670.0,54
1,199.0,520
1,149.9,215
1,349.99,240
1,89.99,108
1,49.9,208
1,169.99,80
1,89.9,303
1,299.0,273
1,26.9,318
1,31.86,65
1,49.9,239
2,41.98,233
1,69.9,105
1,112.49,15
1,199.9,543
1,55.0,356
1,79.99,31
1,72.0,119
1,124.9,68
1,169.9,21
1,142.47,427
1,49.9,249
1,189.0,441
1,120.0,144
1,145.9,160
1,110.0,139
1,99.0,268
1,55.0,10
1,28.0,150
1,17.8,337
1,45.0,19
2,117.0,143
1,56.99,356
1,89.99,46
1,64.9,165
1,139.99,419
1,48.9,531
1,71.99,140
1,53.99,122
1,122.9,115
1,12.5,39
1,40.5,160
1,20.7,482
2,194.89,491
1,32.99,381
1,19.9,33
1,93.49,289
1,33.0,212
1,540.0,198
1,95.0,52
1,49.9,234
1,69.9,319
1,195.9,259
1,29.99,217
1,65.9,21
1,29.99,233
1,25.0,90
4,307.29,71
1,129.0,217
1,739.9,541
1,29.9,83
1,219.0,368
1,64.99,118
1,129.99,192
1,146.94,71
1,29.9,154
2,144.57,269
1,45.9,63
1,179.9,31
1,79.0,12
1,179.0,127
1,169.9,133
1,149.9,402
1,249.0,69
1,26.14,202
1,85.9,34
1,149.0,418
1,210.0,242
1,169.0,71
1,169.9,157
1,54.9,43
1,14.99,25
2,119.8,506
1,27.9,170
1,319.99,19
1,129.0,12
1,650.0,570
1,37.99,215
1,15.0,303
1,42.9,41
1,179.91,275
1,28.0,315
1,380.0,56
1,67.9,78
1,126.99,451
1,159.9,138
1,38.9,58
1,43.9,29
1,99.0,249
1,17.9,356
1,72.9,185
1,117.99,457
1,124.9,275
1,379.0,100
1,45.08,82
1,59.9,272
1,149.0,27
1,99.99,430
1,19.1,442
1,27.93,270
1,69.99,331
1,440.0,40
1,325.0,261
1,249.99,316
1,88.9,191
2,166.9,247
1,84.99,490
1,13.99,78
1,47.65,167
1,19.9,431
1,72.0,161
1,63.0,109
1,36.9,348
1,134.9,84
1,149.0,387
1,59.0,76
1,38.9,230
1,99.9,459
1,39.5,282
2,167.57999999999998,219
1,59.9,474
1,59.9,388
1,19.5,122
1,492.04,572
1,29.9,377
1,139.9,127
1,7.99,150
1,9.0,38
1,48.99,443
1,25.0,15
1,27.99,159
1,799.9,160
1,13.9,522
1,30.0,130
1,289.9,179
1,299.0,263
1,173.99,240
1,139.9,332
1,79.0,286
1,124.9,31
1,122.99,70
1,198.9,44
1,72.9,324
1,12.88,39
1,109.99,545
1,89.8,223
1,89.9,492
1,19.99,362
1,49.99,119
1,26.99,194
1,49.9,457
1,79.0,40
1,189.9,527
1,55.0,64
1,27.9,70
1,105.0,332
1,27.4,394
1,59.9,374
1,319.12,275
1,69.99,467
1,199.9,206
1,39.99,41
1,39.9,388
1,48.89,16
1,39.9,305
1,29.99,38
2,194.9,218
1,102.0,173
1,110.0,139
1,28.7,108
1,99.9,552
1,17.48,374
1,1085.99,147
1,5.9,409
1,64.99,65
1,85.0,348
1,19.99,116
1,1700.0,131
1,204.99,193
1,158.2,106
1,66.9,13
1,156.0,23
1,50.0,327
1,48.9,76
1,13.65,49
1,17.0,215
4,291.7,28
1,34.9,457
1,40.0,93
1,56.0,33
1,14.99,534
1,79.9,383
1,17.49,54
1,77.98,92
1,130.0,293
1,89.9,221
1,25.0,106
1,89.17,169
1,58.99,344
1,34.2,310
1,199.0,131
2,304.9,216
1,34.9,97
1,395.0,344
1,189.0,206
1,56.99,229
1,56.99,326
1,48.0,237
1,116.9,31
1,82.8,188
2,129.89,204
1,689.0,301
1,34.99,76
1,22.9,138
1,69.9,481
1,50.0,217
1,18.89,169
1,49.99,185
1,49.39,277
1,205.0,400
1,89.0,243
1,48.0,6
1,45.9,365
1,129.9,138
1,40.35,99
1,479.9,419
1,99.9,277
1,169.99,168
1,139.0,252
1,24.9,27
1,38.0,326
1,26.15,115
1,499.9,120
1,117.9,211
1,205.0,405
1,22.9,484
1,132.9,63
1,79.9,505
1,49.0,282
1,89.9,229
1,59.9,397
1,93.9,167
1,101.0,458
1,175.99,92
1,16.97,104
1,765.0,27
1,55.0,38
1,349.9,170
1,899.0,177
1,88.9,125
1,198.0,147
1,129.9,417
1,59.74,356
1,27.99,214
1,85.9,213
1,45.0,26
1,30.0,146
1,33.63,301
1,55.9,312
1,499.9,152
1,49.0,404
1,194.9,512
1,34.99,169
1,119.3,95
1,349.9,179
1,157.77,196
1,196.99,296
1,149.0,101
1,39.9,405
1,56.0,60
1,49.9,436
1,95.0,39
1,116.91,205
1,219.0,9
1,38.8,60
1,69.9,17
1,79.99,478
1,119.0,174
1,122.99,184
1,119.9,436
1,120.0,225
1,199.6,166
1,39.9,196
1,55.0,215
1,122.99,52
1,104.9,276
1,50.9,460
1,26.26,270
1,199.0,89
1,28.99,284
1,29.9,131
1,98.9,237
1,69.9,18
1,514.9,41
1,69.9,588
1,142.5,16
1,44.9,175
1,29.9,486
2,139.6,217
1,21.9,126
1,79.99,153
1,84.0,201
1,99.9,264
1,44.92,529
1,19.9,20
1,56.99,257
1,159.0,259
1,97.5,40
1,599.9,179
1,69.9,508
1,199.99,434
1,44.99,25
1,124.78,358
1,24.99,142
1,29.0,291
1,86.25,59
1,72.0,320
1,23.9,542
1,120.0,139
1,159.99,196
1,59.9,167
1,79.49,236
1,198.0,384
1,24.9,177
1,74.89,14
1,59.9,436
1,72.9,214
1,52.58,50
1,89.9,151
1,146.99,305
1,199.0,24
1,53.99,194
1,140.0,279
1,389.99,516
1,129.0,230
1,259.0,583
1,119.9,523
1,11.9,279
1,85.0,285
1,149.9,95
1,69.9,479
1,43.9,350
1,75.99,27
1,129.99,469
1,69.9,114
1,26.0,234
1,179.9,237
1,89.19,79
1,163.0,202
1,159.0,350
1,20.9,93
1,99.9,518
1,84.99,517
1,34.9,182
2,78.89,328
1,134.99,186
1,98.99,318
2,159.8,203
1,29.9,279
1,2499.99,434
1,46.0,33
1,33.9,42
1,110.0,497
1,289.0,122
1,24.98,134
1,89.9,442
1,199.0,325
1,49.0,23
1,39.9,308
1,139.99,81
1,24.99,77
1,59.9,356
1,35.9,16
1,57.9,226
1,25.9,94
1,99.99,494
2,107.8,118
1,64.99,115
1,379.0,125
1,249.99,298
1,19.9,336
1,199.0,455
1,199.0,215
1,83.3,280
1,25.9,389
1,113.0,419
1,76.99,369
1,149.9,213
1,34.9,120
2,93.98,341
1,104.9,222
1,86.9,201
2,103.0,58
1,93.9,472
1,259.99,50
1,104.9,341
1,39.0,208
1,17.8,294
1,109.9,95
1,98.99,497
1,53.9,131
1,37.8,358
1,49.9,482
1,29.0,346
1,49.83,190
2,229.89,363
1,33.8,235
1,11.9,237
1,579.99,152
1,259.7,71
1,89.9,482
1,109.9,334
1,59.9,368
1,17.0,441
1,159.0,343
1,56.7,136
1,124.99,404
1,29.9,17
1,35.9,229
1,24.99,72
1,79.0,201
1,69.9,246
1,199.9,365
1,29.0,79
1,15.99,209
2,80.0,199
1,299.0,59
1,18.9,10
1,89.98,57
1,239.99,322
1,185.99,373
2,106.0,198
1,43.89,57
1,99.56,233
1,129.9,111
1,13.7,206
1,153.5,95
1,138.0,349
1,274.95,54
1,40.0,333
1,105.0,84
1,69.9,67
1,49.0,475
1,24.9,290
1,105.0,143
1,39.0,150
1,169.9,234
1,1004.99,340
1,40.9,237
1,29.98,186
1,52.9,410
1,59.9,476
1,75.0,86
1,72.9,384
1,42.9,121
1,75.0,230
1,99.0,186
1,59.7,392
1,17.0,459
1,45.0,80
1,119.9,532
1,31.99,177
1,54.9,221
1,19.9,15
1,309.9,581
1,10.0,104
1,621.91,257
1,47.49,475
1,27.9,311
1,59.9,290
1,63.9,129
1,114.08,30
1,27.9,211
1,101.0,32
1,89.8,224
1,29.9,202
1,109.9,114
1,145.0,117
1,80.49,17
1,13.3,229
1,69.99,353
1,45.9,336
1,40.6,250
1,50.0,272
1,219.9,103
1,79.9,186
2,149.9,118
1,12.84,84
1,54.9,182
1,102.0,124
1,65.0,167
1,39.5,106
1,97.0,485
1,149.0,415
1,47.99,353
1,89.9,69
1,53.99,260
1,29.0,327
1,58.67,243
1,38.4,300
1,24.99,206
1,102.5,341
1,170.0,30
1,16.5,454
1,119.0,121
1,109.9,321
1,24.9,461
1,179.9,91
1,149.0,459
1,1106.99,287
1,139.0,62
1,199.0,105
1,49.99,78
1,43.0,122
1,136.0,465
1,220.0,63
1,219.89,30
1,66.9,563
1,278.5,43
1,22.0,191
1,45.0,110
1,99.99,539
1,12.0,29
1,35.33,13
1,62.83,386
1,550.0,229
2,226.9,320
1,249.9,215
1,37.9,349
1,35.9,187
1,115.0,304
1,148.9,211
1,22.32,41
1,92.8,212
1,149.0,7
1,134.99,381
1,84.99,59
1,89.99,184
1,139.9,275
1,108.9,283
1,419.9,208
1,34.9,196
1,58.99,397
1,448.7,46
1,150.0,125
2,52.98,109
1,45.9,284
1,18.9,247
1,169.0,544
1,69.9,382
1,35.9,531
1,105.0,123
1,119.0,127
1,109.9,489
1,299.0,115
1,34.9,193
1,29.9,550
1,410.0,38
1,36.33,235
1,48.9,38
1,279.9,432
1,59.9,318
1,37.99,187
1,259.99,31
1,29.99,144
1,145.0,174
1,50.5,572
1,39.8,146
1,63.87,103
1,325.0,342
1,59.9,352
1,82.9,281
1,64.49,193
1,65.9,501
1,56.99,350
1,109.9,95
1,116.0,261
1,104.9,424
1,36.0,445
1,199.99,33
1,230.0,307
1,41.9,535
1,39.9,272
1,8.9,126
1,59.9,435
1,35.0,405
1,159.0,301
1,35.9,135
1,17.9,156
1,49.9,263
1,69.0,83
1,21.9,228
1,199.97,412
1,112.0,79
1,109.0,28
1,258.0,496
1,27.3,326
1,128.9,697
1,319.9,119
1,179.0,281
1,65.9,184
1,51.0,574
1,21.9,282
1,32.99,192
1,59.9,368
1,299.99,287
1,28.99,47
1,44.9,473
1,229.99,49
1,299.99,68
1,44.35,150
1,39.9,294
1,76.49,358
1,497.0,358
1,28.9,235
1,219.9,244
1,38.4,296
1,270.0,173
1,46.55,240
1,49.9,464
1,129.9,71
1,38.9,141
1,28.99,38
1,87.5,277
1,119.5,80
1,34.99,401
1,9.8,138
2,38.87,422
1,259.9,289
1,1450.0,548
1,29.99,191
1,56.0,216
1,98.0,238
1,40.35,12
1,76.89,251
1,16.9,405
1,209.0,171
1,145.0,286
1,92.5,32
1,24.99,35
1,37.9,455
